soda;;;;
pork;tropical fruit;pip fruit;whole milk;whipped/sour cream
rolls/buns;;;;
whipped/sour cream;rolls/buns;;;
soda;long life bakery product;;;
butter;sliced cheese;frozen meals;pastry;soda
canned beer;;;;
tropical fruit;whole milk;butter milk;UHT-milk;rolls/buns
whole milk;beverages;bottled water;newspapers;
yogurt;soda;waffles;;
sausage;yogurt;pastry;canned fish;shopping bags
frankfurter;other vegetables;whole milk;butter;rolls/buns
meat;root vegetables;other vegetables;yogurt;whipped/sour cream
canned beer;;;;
tropical fruit;berries;root vegetables;other vegetables;yogurt
yogurt;processed cheese;frozen vegetables;rolls/buns;
newspapers;;;;
condensed milk;rolls/buns;sugar;coffee;
pip fruit;;;;
coffee;;;;
sausage;root vegetables;whole milk;butter milk;yogurt
whole milk;photo/film;;;
frankfurter;sausage;citrus fruit;pip fruit;margarine
canned beer;;;;
whole milk;butter;yogurt;beverages;dishes
rolls/buns;soda;;;
pip fruit;rolls/buns;;;
canned beer;;;;
citrus fruit;tropical fruit;pip fruit;grapes;root vegetables
butter;yogurt;cream cheese ;spread cheese;rolls/buns
tropical fruit;brown bread;;;
citrus fruit;dessert;photo/film;;
citrus fruit;pip fruit;whole milk;margarine;
butter;sliced cheese;frozen meals;rolls/buns;brown bread
seasonal products;photo/film;;;
brown bread;;;;
newspapers;;;;
tropical fruit;pip fruit;whole milk;curd;yogurt
rolls/buns;bottled water;soda;;
sausage;rolls/buns;mustard;soda;
sausage;liquor (appetizer);;;
whole milk;yogurt;;;
pip fruit;beverages;pastry;hygiene articles;
yogurt;bottled water;;;
yogurt;cream cheese ;rolls/buns;;
sausage;citrus fruit;butter;domestic eggs;rolls/buns
citrus fruit;yogurt;hygiene articles;;
UHT-milk;condensed milk;coffee;cling film/bags;
sausage;long life bakery product;;;
whole milk;brown bread;pastry;pasta;margarine
citrus fruit;other vegetables;whole milk;mayonnaise;rolls/buns
pork;citrus fruit;pip fruit;other vegetables;whole milk
pip fruit;cream cheese ;cookware;;
canned beer;;;;
canned beer;newspapers;;;
dog food;;;;
salty snack;;;;
root vegetables;whipped/sour cream;oil;pet care;
meat;other vegetables;whole milk;rolls/buns;sugar
whole milk;rolls/buns;brown bread;bottled water;bottled beer
rolls/buns;;;;
pork;root vegetables;pasta;;
other vegetables;cake bar;;;
whole milk;shopping bags;;;
bottled water;soda;;;
sausage;citrus fruit;other vegetables;whipped/sour cream;frozen vegetables
beef;whole milk;curd;yogurt;hard cheese
organic sausage;turkey;tropical fruit;pip fruit;root vegetables
frozen meals;canned fruit;;;
mustard;;;;
yogurt;;;;
meat;pip fruit;dessert;processed cheese;domestic eggs
tropical fruit;root vegetables;other vegetables;whole milk;yogurt
pip fruit;yogurt;;;
rolls/buns;shopping bags;;;
root vegetables;;;;
tropical fruit;berries;whipped/sour cream;rolls/buns;pickled vegetables
whipped/sour cream;pastry;bottled water;;
sausage;hamburger meat;citrus fruit;whole milk;yogurt
frankfurter;sausage;rolls/buns;soda;liquor
meat;root vegetables;other vegetables;whipped/sour cream;frozen meals
whole milk;canned beer;;;
chicken;pork;tropical fruit;whipped/sour cream;oil
long life bakery product;house keeping products;;;
cream cheese ;oil;canned beer;waffles;hygiene articles
whole milk;brown bread;bottled beer;newspapers;
citrus fruit;onions;beverages;margarine;bottled beer
tropical fruit;brown bread;pastry;;
sausage;hard cheese;rolls/buns;specialty fat;mustard
whole milk;coffee;;;
soups;;;;
citrus fruit;pip fruit;root vegetables;whole milk;oil
beef;root vegetables;other vegetables;frozen vegetables;ice cream
canned beer;;;;
tropical fruit;;;;
beverages;sauces;sweet spreads;pot plants;
canned beer;;;;
meat;pork;tropical fruit;root vegetables;other vegetables
cream cheese ;rolls/buns;;;
meat;other vegetables;whole milk;rolls/buns;shopping bags
sausage;tropical fruit;pip fruit;curd;beverages
frankfurter;sausage;tropical fruit;root vegetables;whole milk
sausage;UHT-milk;bottled beer;kitchen towels;
whole milk;butter;sugar;bottled beer;
whole milk;soft cheese;sliced cheese;domestic eggs;rolls/buns
frozen vegetables;frozen meals;;;
root vegetables;other vegetables;yogurt;flower (seeds);
pip fruit;other vegetables;whole milk;yogurt;pasta
bottled water;;;;
soda;;;;
liver loaf;chicken;other vegetables;frozen vegetables;margarine
citrus fruit;pip fruit;whole milk;cream cheese ;sweet spreads
dish cleaner;;;;
citrus fruit;curd;UHT-milk;;
ham;whole milk;rolls/buns;;
hamburger meat;margarine;soda;bathroom cleaner;
pork;other vegetables;whole milk;frozen potato products;flour
nuts/prunes;other vegetables;rum;;
canned beer;;;;
sausage;rolls/buns;;;
rolls/buns;canned beer;;;
sausage;soda;specialty chocolate;;
rolls/buns;Instant food products;;;
frozen vegetables;bottled water;;;
pip fruit;whole milk;white bread;brown bread;margarine
whole milk;fruit/vegetable juice;;;
frankfurter;other vegetables;whipped/sour cream;specialty cheese;domestic eggs
other vegetables;soft cheese;;;
white bread;bottled beer;newspapers;;
citrus fruit;;;;
whole milk;rolls/buns;chewing gum;;
frankfurter;sausage;berries;butter;yogurt
beverages;chocolate;;;
red/blush wine;;;;
soda;;;;
sausage;yogurt;pastry;cat food;
finished products;candy;;;
pastry;oil;bottled beer;chocolate;specialty chocolate
specialty chocolate;photo/film;;;
tropical fruit;pip fruit;root vegetables;liquor;detergent
bottled beer;white wine;;;
skin care;napkins;;;
condensed milk;rolls/buns;;;
root vegetables;canned beer;;;
pip fruit;whole milk;ready soups;canned fish;soda
root vegetables;other vegetables;whole milk;soups;bottled beer
sausage;whole milk;frozen vegetables;frozen meals;domestic eggs
bottled beer;;;;
brown bread;canned beer;detergent;softener;
hard cheese;Instant food products;;;
soda;;;;
soda;bottled beer;liquor;red/blush wine;napkins
whole milk;butter;cat food;;
frankfurter;rolls/buns;;;
tropical fruit;pip fruit;sugar;napkins;cling film/bags
liver loaf;root vegetables;onions;UHT-milk;cream cheese 
yogurt;fruit/vegetable juice;;;
soda;long life bakery product;;;
root vegetables;other vegetables;yogurt;baking powder;brandy
hamburger meat;tropical fruit;other vegetables;whole milk;butter
pip fruit;butter milk;soda;;
bottled beer;;;;
pip fruit;soda;chewing gum;;
tropical fruit;butter;rolls/buns;canned fish;dog food
dessert;waffles;;;
whole milk;rolls/buns;pastry;newspapers;
liver loaf;root vegetables;other vegetables;whole milk;frozen vegetables
frankfurter;whole milk;rolls/buns;salt;
dessert;;;;
root vegetables;other vegetables;whole milk;frozen fish;honey
cream cheese ;instant coffee;salty snack;waffles;kitchen towels
canned beer;;;;
whole milk;pastry;;;
rolls/buns;dishes;;;
canned beer;;;;
sausage;yogurt;rolls/buns;;
canned beer;;;;
liquor;;;;
yogurt;;;;
soups;canned vegetables;chocolate;;
whole milk;yogurt;cream cheese ;rolls/buns;roll products 
sausage;pickled vegetables;soda;skin care;shopping bags
rolls/buns;pastry;sugar;;
pork;pip fruit;packaged fruit/vegetables;dessert;frozen vegetables
curd;soda;cake bar;;
rolls/buns;coffee;;;
frankfurter;whole milk;butter;dessert;
bottled water;;;;
soda;;;;
meat;frozen meals;fruit/vegetable juice;;
turkey;tropical fruit;yogurt;rolls/buns;
coffee;;;;
rolls/buns;red/blush wine;;;
citrus fruit;specialty fat;;;
canned beer;;;;
pastry;;;;
frozen meals;;;;
whipped/sour cream;frozen vegetables;frozen meals;;
rolls/buns;brown bread;;;
soda;bottled beer;liquor;red/blush wine;
spread cheese;white bread;newspapers;;
whole milk;curd;dessert;misc. beverages;chocolate marshmallow
root vegetables;soft cheese;;;
frankfurter;butter;brown bread;;
bottled beer;liquor;;;
soda;;;;
other vegetables;whole milk;dessert;sliced cheese;hard cheese
curd;yogurt;;;
pip fruit;soda;;;
instant coffee;photo/film;;;
frankfurter;;;;
beef;yogurt;cream cheese ;frozen meals;cat food
curd;UHT-milk;bottled water;;
hamburger meat;whole milk;curd;dessert;rolls/buns
citrus fruit;root vegetables;onions;whole milk;brown bread
rolls/buns;soda;chewing gum;;
bottled beer;;;;
pork;tropical fruit;;;
cream cheese ;ice cream;pastry;specialty chocolate;rubbing alcohol
tropical fruit;pip fruit;whole milk;pastry;
beverages;;;;
pork;root vegetables;brown bread;pastry;
sausage;pork;whole milk;pastry;
yogurt;canned beer;dishes;;
meat;finished products;other vegetables;rolls/buns;brown bread
tropical fruit;brown bread;specialty bar;;
hamburger meat;other vegetables;whole milk;cream;oil
root vegetables;other vegetables;yogurt;rolls/buns;bottled water
chicken;whole milk;whipped/sour cream;rolls/buns;white bread
dessert;brown bread;;;
coffee;;;;
pip fruit;condensed milk;sugar;coffee;bottled water
sausage;other vegetables;salt;male cosmetics;newspapers
sausage;other vegetables;whole milk;yogurt;soda
whole milk;butter milk;yogurt;rolls/buns;white bread
citrus fruit;misc. beverages;;;
bottled water;;;;
pastry;;;;
sausage;rolls/buns;newspapers;shopping bags;
sausage;soft cheese;bottled beer;;
whole milk;rolls/buns;syrup;;
liver loaf;whole milk;yogurt;condensed milk;specialty cheese
bottled water;;;;
beef;;;;
pet care;bottled beer;;;
meat;citrus fruit;pip fruit;root vegetables;bottled water
cookware;;;;
bottled beer;;;;
whole milk;processed cheese;spread cheese;rolls/buns;
frozen meals;white bread;fruit/vegetable juice;;
dessert;yogurt;cat food;napkins;
grapes;other vegetables;soda;canned beer;
rolls/buns;sugar;coffee;soda;
sausage;meat;pip fruit;other vegetables;salty snack
sausage;beverages;rolls/buns;;
butter;napkins;;;
chicken;fruit/vegetable juice;long life bakery product;;
whole milk;bottled water;rum;waffles;
rolls/buns;;;;
rolls/buns;soda;snack products;;
citrus fruit;berries;yogurt;bottled water;soda
rolls/buns;pastry;coffee;;
pasta;sauces;;;
sausage;pork;sliced cheese;frozen potato products;white bread
tropical fruit;pip fruit;grapes;packaged fruit/vegetables;coffee
waffles;chocolate;specialty chocolate;;
citrus fruit;tropical fruit;baking powder;fruit/vegetable juice;waffles
pasta;specialty chocolate;dishes;;
semi-finished bread;bottled beer;liquor;;
beef;spread cheese;domestic eggs;cat food;white wine
whole milk;;;;
candy;;;;
bottled water;;;;
whole milk;white bread;pet care;bottled water;softener
bottled beer;;;;
yogurt;frozen dessert;;;
whole milk;coffee;cooking chocolate;newspapers;
sausage;ham;soft cheese;hard cheese;coffee
other vegetables;UHT-milk;semi-finished bread;margarine;canned vegetables
tropical fruit;yogurt;beverages;;
coffee;sparkling wine;dish cleaner;;
root vegetables;brown bread;mustard;cat food;canned beer
frankfurter;pork;other vegetables;whole milk;butter
ham;dessert;yogurt;processed cheese;soda
pip fruit;whole milk;beverages;domestic eggs;white bread
yogurt;sugar;shopping bags;;
meat;whole milk;rolls/buns;;
soda;bathroom cleaner;;;
pork;onions;domestic eggs;pastry;soda
whole milk;frozen vegetables;;;
bottled beer;;;;
bottled water;;;;
specialty bar;house keeping products;;;
berries;yogurt;whipped/sour cream;;
dessert;soda;;;
ham;onions;herbs;sparkling wine;
pork;tropical fruit;hard cheese;margarine;soda
cat food;white wine;;;
whole milk;brown bread;margarine;soda;bottled beer
margarine;fruit/vegetable juice;red/blush wine;;
whole milk;;;;
whole milk;dessert;coffee;bottled water;
other vegetables;rolls/buns;hair spray;;
domestic eggs;;;;
canned beer;;;;
sausage;white wine;napkins;;
butter milk;ice cream;coffee;bottled water;fruit/vegetable juice
ham;root vegetables;whipped/sour cream;ketchup;
whole milk;;;;
other vegetables;butter milk;frozen meals;ice cream;pastry
sausage;frozen vegetables;rolls/buns;soda;red/blush wine
bottled beer;;;;
misc. beverages;napkins;;;
brown bread;;;;
whipped/sour cream;margarine;long life bakery product;;
tropical fruit;whipped/sour cream;jam;;
citrus fruit;pip fruit;;;
pip fruit;soda;sparkling wine;;
waffles;specialty bar;;;
tropical fruit;other vegetables;whole milk;brown bread;margarine
frankfurter;citrus fruit;pip fruit;butter milk;beverages
sausage;rolls/buns;sugar;bottled water;soda
frankfurter;sausage;curd;processed cheese;soda
curd;coffee;bottled beer;;
meat;citrus fruit;yogurt;brown bread;cat food
other vegetables;whole milk;frozen potato products;white bread;pastry
whole milk;;;;
domestic eggs;;;;
pip fruit;whipped/sour cream;;;
other vegetables;whole milk;mustard;prosecco;specialty chocolate
sausage;other vegetables;dessert;yogurt;condensed milk
salty snack;;;;
margarine;candy;;;
whole milk;rolls/buns;salt;;
frankfurter;sausage;other vegetables;white bread;pickled vegetables
whole milk;;;;
whole milk;soft cheese;sliced cheese;;
brown bread;soda;canned beer;napkins;shopping bags
oil;soda;misc. beverages;canned beer;brandy
liquor (appetizer);;;;
rolls/buns;meat spreads;;;
bottled water;;;;
citrus fruit;pip fruit;root vegetables;whole milk;coffee
citrus fruit;root vegetables;margarine;cat food;shopping bags
whole milk;dessert;butter milk;yogurt;pastry
frankfurter;beef;fish;root vegetables;whole milk
soda;;;;
meat;other vegetables;;;
sausage;beverages;sliced cheese;rolls/buns;soda
sausage;meat;dessert;rolls/buns;instant coffee
chocolate;;;;
canned beer;;;;
bottled beer;newspapers;;;
liver loaf;root vegetables;other vegetables;processed cheese;pastry
pastry;long life bakery product;;;
beef;hamburger meat;other vegetables;rolls/buns;sugar
canned beer;newspapers;;;
newspapers;;;;
sausage;rolls/buns;;;
citrus fruit;pip fruit;root vegetables;UHT-milk;coffee
canned beer;;;;
frankfurter;meat;root vegetables;onions;other vegetables
rolls/buns;brown bread;;;
canned beer;;;;
frankfurter;whole milk;rolls/buns;newspapers;
frankfurter;sausage;meat;tropical fruit;brown bread
soda;bottled beer;;;
meat;chicken;root vegetables;onions;whole milk
white wine;;;;
sausage;other vegetables;;;
brown bread;pasta;oil;margarine;soda
frozen fruits;soda;specialty bar;;
hard cheese;pasta;soda;waffles;
dessert;yogurt;;;
coffee;;;;
other vegetables;condensed milk;soda;;
frankfurter;sausage;whole milk;butter milk;yogurt
pork;whole milk;pasta;fruit/vegetable juice;
yogurt;rolls/buns;;;
beef;citrus fruit;root vegetables;yogurt;whipped/sour cream
ham;sliced cheese;;;
frankfurter;tropical fruit;other vegetables;rolls/buns;bottled water
hamburger meat;other vegetables;pickled vegetables;;
white wine;;;;
packaged fruit/vegetables;pastry;;;
specialty bar;;;;
cat food;misc. beverages;female sanitary products;;
finished products;turkey;grapes;onions;other vegetables
pork;beef;pip fruit;root vegetables;whole milk
pork;tropical fruit;yogurt;frozen vegetables;rolls/buns
root vegetables;herbs;other vegetables;;
tropical fruit;rolls/buns;misc. beverages;;
pork;whole milk;rolls/buns;detergent;hygiene articles
bottled beer;;;;
whole milk;white bread;;;
butter milk;;;;
sausage;meat;rolls/buns;brown bread;meat spreads
whole milk;butter;sugar;;
whole milk;bottled water;soda;chewing gum;
misc. beverages;;;;
waffles;;;;
hamburger meat;whipped/sour cream;cream cheese ;rolls/buns;pasta
white wine;;;;
canned beer;;;;
frankfurter;chicken;hamburger meat;other vegetables;dessert
root vegetables;dog food;bottled water;;
ice cream;sparkling wine;;;
processed cheese;soda;bottled beer;liquor;red/blush wine
tropical fruit;seasonal products;;;
ham;citrus fruit;tropical fruit;pip fruit;processed cheese
sausage;hamburger meat;pip fruit;root vegetables;whole milk
other vegetables;;;;
coffee;;;;
pip fruit;other vegetables;butter milk;hard cheese;rolls/buns
whole milk;butter;soda;chocolate;
soda;waffles;;;
whole milk;;;;
beverages;photo/film;;;
hygiene articles;photo/film;;;
pork;other vegetables;whole milk;rolls/buns;semi-finished bread
salty snack;;;;
pip fruit;canned beer;shopping bags;;
dessert;spread cheese;rolls/buns;brown bread;soda
white wine;;;;
instant coffee;canned beer;;;
pastry;bottled water;specialty chocolate;;
canned beer;;;;
sausage;meat;bottled water;;
rolls/buns;pickled vegetables;;;
dog food;canned beer;;;
chicken;root vegetables;whole milk;rolls/buns;pasta
soda;;;;
instant coffee;long life bakery product;;;
whole milk;sugar;bottled water;bottled beer;
citrus fruit;tropical fruit;root vegetables;other vegetables;whole milk
liver loaf;tropical fruit;other vegetables;;
sausage;whole milk;;;
finished products;beef;pip fruit;root vegetables;bottled water
canned beer;;;;
ham;processed cheese;rolls/buns;white bread;fruit/vegetable juice
soda;;;;
pastry;semi-finished bread;coffee;bottled water;misc. beverages
tropical fruit;pip fruit;grapes;semi-finished bread;bottled water
citrus fruit;tropical fruit;yogurt;UHT-milk;pastry
pip fruit;;;;
yogurt;;;;
root vegetables;whole milk;hard cheese;specialty cheese;
waffles;specialty chocolate;;;
sausage;whole milk;yogurt;whipped/sour cream;pastry
soda;;;;
soda;specialty bar;;;
whole milk;;;;
sausage;tropical fruit;root vegetables;onions;other vegetables
sausage;meat;yogurt;;
whole milk;margarine;soda;;
pork;citrus fruit;other vegetables;dessert;yogurt
whole milk;domestic eggs;rolls/buns;fruit/vegetable juice;
whole milk;brown bread;;;
rolls/buns;pastry;mustard;soda;cake bar
whole milk;bottled beer;;;
whisky;;;;
newspapers;;;;
rubbing alcohol;;;;
ham;tropical fruit;other vegetables;whole milk;yogurt
sausage;butter;hard cheese;domestic eggs;
bottled beer;;;;
pork;tropical fruit;whole milk;domestic eggs;
specialty chocolate;;;;
frankfurter;tropical fruit;root vegetables;whole milk;sugar
nut snack;;;;
bottled beer;;;;
misc. beverages;;;;
pork;soda;fruit/vegetable juice;bottled beer;liquor
whole milk;frozen meals;bottled water;;
chocolate;;;;
root vegetables;herbs;other vegetables;cream cheese ;frozen vegetables
waffles;;;;
citrus fruit;root vegetables;frozen vegetables;chewing gum;
pork;root vegetables;;;
dish cleaner;shopping bags;;;
rolls/buns;;;;
rolls/buns;soda;;;
chicken;red/blush wine;;;
pork;whole milk;shopping bags;;
beverages;rolls/buns;soda;seasonal products;
soda;;;;
sausage;whole milk;;;
frankfurter;meat;butter milk;tidbits;domestic eggs
whole milk;newspapers;;;
bottled beer;;;;
chocolate;;;;
meat;curd;whipped/sour cream;roll products ;
beef;hamburger meat;root vegetables;other vegetables;butter
pip fruit;soda;canned beer;;
whole milk;;;;
bottled beer;liquor;;;
other vegetables;whipped/sour cream;rolls/buns;waffles;hygiene articles
soda;chewing gum;;;
UHT-milk;;;;
pip fruit;whipped/sour cream;hard cheese;bottled water;fruit/vegetable juice
citrus fruit;other vegetables;whole milk;butter;oil
meat;rolls/buns;white bread;semi-finished bread;flour
chicken;candy;;;
zwieback;bottled beer;hygiene articles;;
other vegetables;rolls/buns;;;
sausage;chocolate;;;
packaged fruit/vegetables;;;;
yogurt;;;;
pork;other vegetables;UHT-milk;;
ice cream;rolls/buns;chocolate;;
beef;;;;
bottled beer;;;;
soda;;;;
meat;citrus fruit;tropical fruit;root vegetables;other vegetables
fish;specialty chocolate;;;
tropical fruit;whole milk;butter;syrup;
tropical fruit;whole milk;domestic eggs;rolls/buns;pet care
frozen vegetables;frozen dessert;semi-finished bread;margarine;long life bakery product
other vegetables;canned beer;;;
root vegetables;herbs;other vegetables;whole milk;yogurt
fish;frozen meals;domestic eggs;bottled beer;liquor (appetizer)
UHT-milk;canned fish;;;
berries;oil;bottled water;cake bar;house keeping products
condensed milk;;;;
salt;margarine;canned beer;;
canned beer;long life bakery product;;;
pip fruit;root vegetables;frozen vegetables;frozen potato products;pastry
sausage;;;;
sausage;frozen potato products;;;
frozen meals;soda;specialty chocolate;;
berries;brown bread;;;
liquor;napkins;;;
yogurt;beverages;soda;shopping bags;
yogurt;;;;
citrus fruit;tropical fruit;pip fruit;condensed milk;frozen meals
brown bread;seasonal products;;;
ham;onions;whipped/sour cream;hard cheese;bottled beer
domestic eggs;waffles;napkins;;
tropical fruit;yogurt;UHT-milk;cream cheese ;processed cheese
rolls/buns;white bread;;;
pip fruit;bottled water;;;
tropical fruit;yogurt;salt;specialty vegetables;bottled beer
photo/film;;;;
bottled beer;prosecco;;;
whole milk;fruit/vegetable juice;chewing gum;shopping bags;
chicken;tropical fruit;domestic eggs;white wine;
canned beer;;;;
onions;whole milk;;;
other vegetables;dessert;white bread;dog food;flower soil/fertilizer
frankfurter;tropical fruit;other vegetables;whole milk;butter
other vegetables;whole milk;;;
white wine;;;;
other vegetables;cream cheese ;;;
canned beer;;;;
tropical fruit;other vegetables;whole milk;mayonnaise;brown bread
fruit/vegetable juice;long life bakery product;newspapers;;
berries;rolls/buns;pastry;fruit/vegetable juice;canned beer
other vegetables;brown bread;pastry;bottled water;canned beer
other vegetables;;;;
meat;yogurt;cream cheese ;brown bread;meat spreads
other vegetables;whole milk;dessert;chewing gum;
ham;light bulbs;;;
chocolate;specialty chocolate;;;
frankfurter;whole milk;white bread;brown bread;
processed cheese;white bread;sugar;cat food;soda
rolls/buns;;;;
chewing gum;;;;
root vegetables;herbs;;;
tropical fruit;dessert;yogurt;soda;candy
detergent;;;;
tropical fruit;pip fruit;processed cheese;rolls/buns;misc. beverages
sausage;yogurt;cat food;;
soda;liquor (appetizer);;;
semi-finished bread;;;;
frankfurter;other vegetables;rolls/buns;white bread;soda
sausage;frozen meals;shopping bags;;
citrus fruit;tropical fruit;pip fruit;chewing gum;
whole milk;yogurt;pastry;sweet spreads;soda
misc. beverages;canned beer;;;
tropical fruit;whole milk;newspapers;shopping bags;
beef;other vegetables;bottled beer;red/blush wine;shopping bags
other vegetables;;;;
frankfurter;tropical fruit;pip fruit;dessert;beverages
sausage;pip fruit;curd;soda;canned beer
whole milk;yogurt;spread cheese;bottled water;soda
sausage;ham;pip fruit;onions;other vegetables
frankfurter;yogurt;UHT-milk;frozen vegetables;coffee
bottled beer;;;;
cereals;;;;
chocolate marshmallow;;;;
other vegetables;semi-finished bread;;;
meat;other vegetables;salty snack;;
cocoa drinks;;;;
sausage;tropical fruit;butter;frozen meals;pasta
whole milk;brown bread;;;
coffee;instant coffee;;;
tropical fruit;whole milk;domestic eggs;red/blush wine;house keeping products
sausage;UHT-milk;brown bread;oil;canned beer
rolls/buns;pastry;;;
ice cream;semi-finished bread;;;
liver loaf;whole milk;rolls/buns;soda;
frankfurter;hamburger meat;tropical fruit;other vegetables;whole milk
chewing gum;seasonal products;;;
soda;salty snack;cake bar;candy;
butter;dessert;yogurt;rolls/buns;margarine
chicken;tropical fruit;pip fruit;other vegetables;
sausage;rolls/buns;bottled water;soda;newspapers
soda;;;;
cat food;;;;
pip fruit;butter milk;UHT-milk;ice cream;rolls/buns
soft cheese;ice cream;;;
whole milk;white bread;newspapers;;
soda;;;;
chicken;;;;
other vegetables;curd;pastry;pasta;hygiene articles
pastry;instant coffee;;;
ice cream;bottled beer;prosecco;dishes;shopping bags
sausage;;;;
citrus fruit;yogurt;whipped/sour cream;shopping bags;
chocolate;;;;
beverages;;;;
bottled water;;;;
sausage;other vegetables;dessert;;
whipped/sour cream;;;;
root vegetables;other vegetables;whole milk;rolls/buns;sugar
ice cream;soda;;;
meat;pip fruit;whole milk;curd;yogurt
frankfurter;ham;tropical fruit;pip fruit;grapes
tropical fruit;dessert;yogurt;sliced cheese;cream cheese 
chicken;root vegetables;other vegetables;whole milk;frozen vegetables
root vegetables;other vegetables;white bread;baking powder;
other vegetables;fruit/vegetable juice;salty snack;napkins;
coffee;tea;;;
soda;;;;
chicken;pork;margarine;specialty fat;bottled beer
ice cream;;;;
hamburger meat;cream cheese ;brown bread;;
pork;rolls/buns;;;
ice cream;;;;
other vegetables;coffee;soda;dental care;
bottled beer;;;;
misc. beverages;dishes;;;
beef;tropical fruit;whole milk;margarine;soda
whole milk;meat spreads;fruit/vegetable juice;;
chicken;yogurt;whipped/sour cream;;
dessert;specialty chocolate;;;
pastry;margarine;coffee;;
sausage;whole milk;yogurt;;
onions;frozen meals;;;
tropical fruit;other vegetables;UHT-milk;domestic eggs;pot plants
flower soil/fertilizer;;;;
ice cream;;;;
soda;;;;
pastry;soda;;;
pip fruit;root vegetables;whole milk;butter;curd
meat;other vegetables;whole milk;hard cheese;fruit/vegetable juice
whole milk;hard cheese;rolls/buns;bottled water;
zwieback;;;;
liquor (appetizer);;;;
pip fruit;whole milk;;;
canned beer;;;;
Instant food products;soda;;;
pork;yogurt;;;
butter milk;;;;
oil;;;;
meat;pork;butter;brown bread;specialty chocolate
tropical fruit;pip fruit;whole milk;cream cheese ;frozen vegetables
soda;canned beer;;;
soda;;;;
meat;whole milk;yogurt;;
frankfurter;tropical fruit;other vegetables;dessert;UHT-milk
whipped/sour cream;frozen vegetables;;;
tropical fruit;root vegetables;other vegetables;whole milk;ice cream
sausage;newspapers;;;
tropical fruit;whipped/sour cream;hygiene articles;;
pork;processed cheese;canned beer;;
bottled beer;flower (seeds);;;
whole milk;cat food;pet care;coffee;soda
frozen vegetables;;;;
whole milk;processed cheese;soda;cake bar;chocolate
sausage;tropical fruit;root vegetables;other vegetables;hard cheese
pork;other vegetables;whole milk;frozen vegetables;brown bread
beef;whole milk;curd;white bread;napkins
sausage;chicken;hamburger meat;other vegetables;whole milk
tropical fruit;pip fruit;UHT-milk;cream cheese ;pasta
whole milk;yogurt;domestic eggs;rolls/buns;fruit/vegetable juice
bottled water;waffles;chocolate;;
beef;specialty chocolate;;;
brown bread;;;;
bottled beer;;;;
sausage;tropical fruit;yogurt;frozen meals;cat food
pip fruit;other vegetables;whole milk;butter;whipped/sour cream
frankfurter;rolls/buns;;;
UHT-milk;mustard;;;
whole milk;brown bread;;;
butter milk;brown bread;;;
whole milk;;;;
herbs;whole milk;curd;cat food;soda
tropical fruit;root vegetables;other vegetables;whole milk;yogurt
chicken;rolls/buns;bottled water;;
curd;cream cheese ;frozen fruits;margarine;cocoa drinks
pork;beef;other vegetables;whole milk;yogurt
hamburger meat;;;;
hamburger meat;onions;ice cream;misc. beverages;shopping bags
root vegetables;onions;dessert;mayonnaise;brown bread
butter;spread cheese;ice cream;rolls/buns;soda
UHT-milk;sugar;coffee;canned beer;
whole milk;cat food;;;
sausage;meat;chicken;beef;citrus fruit
canned beer;specialty bar;;;
whole milk;rolls/buns;canned beer;chewing gum;
oil;;;;
sausage;meat;berries;onions;other vegetables
frankfurter;mayonnaise;margarine;mustard;ketchup
sliced cheese;rolls/buns;;;
sausage;meat;whole milk;curd;dessert
chicken;pip fruit;whole milk;dessert;margarine
butter milk;yogurt;;;
pip fruit;yogurt;cream cheese ;meat spreads;coffee
sausage;berries;sliced cheese;cream cheese ;
butter;yogurt;;;
pork;other vegetables;;;
cat food;;;;
hamburger meat;berries;other vegetables;UHT-milk;hard cheese
tropical fruit;whole milk;newspapers;;
whole milk;yogurt;beverages;rolls/buns;bottled water
softener;newspapers;;;
rolls/buns;pastry;semi-finished bread;;
tropical fruit;whole milk;;;
dessert;soft cheese;brown bread;pastry;soda
newspapers;;;;
hamburger meat;herbs;UHT-milk;domestic eggs;oil
chicken;;;;
other vegetables;whole milk;specialty cheese;;
fruit/vegetable juice;;;;
chocolate;specialty bar;candy;napkins;flower (seeds)
margarine;misc. beverages;;;
cling film/bags;;;;
chicken;butter;frozen vegetables;soda;misc. beverages
salt;salty snack;;;
newspapers;;;;
root vegetables;;;;
pip fruit;misc. beverages;chewing gum;specialty chocolate;shopping bags
sausage;spread cheese;domestic eggs;soda;shopping bags
other vegetables;whole milk;salty snack;;
tropical fruit;pip fruit;root vegetables;onions;other vegetables
newspapers;;;;
frankfurter;processed cheese;soda;;
fruit/vegetable juice;;;;
ham;whole milk;hard cheese;margarine;coffee
sausage;pork;beef;tropical fruit;other vegetables
frankfurter;beef;whole milk;;
fish;UHT-milk;cream cheese ;ice cream;
chewing gum;specialty bar;;;
citrus fruit;rolls/buns;soda;chewing gum;shopping bags
canned beer;;;;
canned beer;;;;
canned beer;;;;
UHT-milk;soda;detergent;;
citrus fruit;pip fruit;other vegetables;whole milk;curd
whole milk;bottled beer;liquor (appetizer);hygiene articles;
citrus fruit;;;;
canned beer;;;;
dessert;;;;
ham;whole milk;dessert;rolls/buns;misc. beverages
meat;rolls/buns;misc. beverages;;
pip fruit;rolls/buns;snack products;;
UHT-milk;domestic eggs;rolls/buns;fruit/vegetable juice;newspapers
canned beer;;;;
